"","tag_serial_number","tag_type","tag_subtype","sensor_type","acoustic_tag_id","acoustic_tag_id_alternative","manufacturer","model","frequency","status","activation_date","battery_estimated_life","battery_estimated_end_date","length","diameter","weight","floating","archive_memory","sensor_slope","sensor_intercept","sensor_range","sensor_range_min","sensor_range_max","sensor_resolution","sensor_unit","sensor_accuracy","sensor_transmit_ratio","accelerometer_algorithm","accelerometer_samples_per_second","owner_organization","owner_pi","financing_project","step1_min_delay","step1_max_delay","step1_power","step1_duration","step1_acceleration_duration","step2_min_delay","step2_max_delay","step2_power","step2_duration","step2_acceleration_duration","step3_min_delay","step3_max_delay","step3_power","step3_duration","step3_acceleration_duration","step4_min_delay","step4_max_delay","step4_power","step4_duration","step4_acceleration_duration","tag_id","tag_device_id"
"186","1400193","acoustic-archival","animal","pressure","A69-9006-11116",NA,"INNOVASEA","ADST-2x",NA,"ended",2020-09-11 08:00:00,"400",2021-10-16 08:00:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"m",NA,9,NA,NA,"VLIZ","Jolien Goossens",NA,"180","200","H",120,NA,"300","400","H",280,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:2015",854
"187","1400194","acoustic-archival","animal","temperature","A69-9006-11117",NA,"INNOVASEA","ADST-2x",NA,"active",2021-09-13 12:00:00,"400",2022-10-18 12:00:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jolien Goossens",NA,"180","200","H",120,NA,"300","400","H",280,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:2016",855
"188","1400194","acoustic-archival","animal","pressure","A69-9006-11118",NA,"INNOVASEA","ADST-2x",NA,"active",2021-09-13 12:00:00,"400",2022-10-18 12:00:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"m",NA,9,NA,NA,"VLIZ","Jolien Goossens",NA,"180","200","H",120,NA,"300","400","H",280,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:2017",855
"189","1400195","acoustic-archival","animal","pressure","A69-9006-11120",NA,"INNOVASEA","ADST-2x",NA,"active",2021-09-13 11:30:00,"400",2022-10-18 11:30:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"m",NA,9,NA,NA,"VLIZ","Jolien Goossens",NA,"180","200","H",120,NA,"300","400","H",280,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:2018",856
"190","1400195","acoustic-archival","animal","temperature","A69-9006-11119",NA,"INNOVASEA","ADST-2x",NA,"active",2021-09-13 11:30:00,"400",2022-10-18 11:30:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jolien Goossens",NA,"180","200","H",120,NA,"300","400","H",280,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:2019",856
"191","1400196","acoustic-archival","animal","pressure","A69-9006-11122",NA,"INNOVASEA","ADST-2x",NA,"active",2021-09-13 11:00:00,"400",2022-10-18 11:00:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"m",NA,9,NA,NA,"VLIZ","Jolien Goossens",NA,"180","200","H",120,NA,"300","400","H",280,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:2020",857
"192","1400196","acoustic-archival","animal","temperature","A69-9006-11121",NA,"INNOVASEA","ADST-2x",NA,"active",2021-09-13 11:00:00,"400",2022-10-18 11:00:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jolien Goossens",NA,"180","200","H",120,NA,"300","400","H",280,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:2021",857
"193","1400197","acoustic-archival","animal","pressure","A69-9006-11124",NA,"INNOVASEA","ADST-2x",NA,"ended",2020-08-18 19:20:00,"400",2021-09-22 19:20:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"m",NA,9,NA,NA,"VLIZ","Jolien Goossens",NA,"180","200","H",120,NA,"300","400","H",280,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:2022",858
"194","1400197","acoustic-archival","animal","temperature","A69-9006-11123",NA,"INNOVASEA","ADST-2x",NA,"ended",2020-08-18 19:20:00,"400",2021-09-22 19:20:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jolien Goossens",NA,"180","200","H",120,NA,"300","400","H",280,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:2023",858
"195","1400198","acoustic-archival","animal","temperature","A69-9006-11125",NA,"INNOVASEA","ADST-2x",NA,"available",2022-05-16 05:53:00,"400",2023-06-20 05:53:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jolien Goossens",NA,"180","200","H",120,NA,"300","400","H",280,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:2024",859
"196","1400198","acoustic-archival","animal","pressure","A69-9006-11126",NA,"INNOVASEA","ADST-2x",NA,"available",2022-05-16 05:53:00,"400",2023-06-20 05:53:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"m",NA,9,NA,NA,"VLIZ","Jolien Goossens",NA,"180","200","H",120,NA,"300","400","H",280,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:2025",859
"197","1400199","acoustic-archival","animal","pressure","A69-9006-11128",NA,"INNOVASEA","ADST-2x",NA,"active",2022-05-16 06:02:00,"400",2023-06-20 06:02:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"m",NA,9,NA,NA,"VLIZ","Jolien Goossens",NA,"180","200","H",120,NA,"300","400","H",280,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:2026",860
"198","1400199","acoustic-archival","animal","temperature","A69-9006-11127",NA,"INNOVASEA","ADST-2x",NA,"active",2022-05-16 06:02:00,"400",2023-06-20 06:02:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jolien Goossens",NA,"180","200","H",120,NA,"300","400","H",280,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:2027",860
"199","1400200","acoustic-archival","animal","temperature","A69-9006-11129",NA,"INNOVASEA","ADST-2x",NA,"active",2022-05-16 10:12:00,"400",2023-06-20 10:12:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jolien Goossens",NA,"180","200","H",120,NA,"300","400","H",280,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:2028",861
"200","1400200","acoustic-archival","animal","pressure","A69-9006-11130",NA,"INNOVASEA","ADST-2x",NA,"active",2022-05-16 10:12:00,"400",2023-06-20 10:12:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"m",NA,9,NA,NA,"VLIZ","Jolien Goossens",NA,"180","200","H",120,NA,"300","400","H",280,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:2029",861
"201","1400201","acoustic-archival","animal","temperature","A69-9006-11131",NA,"INNOVASEA","ADST-2x",NA,"ended",2020-06-19 11:00:00,"400",2021-07-24 11:00:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jolien Goossens",NA,"180","200","H",120,NA,"300","400","H",280,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:2030",862
"202","1400201","acoustic-archival","animal","pressure","A69-9006-11132",NA,"INNOVASEA","ADST-2x",NA,"ended",2020-06-19 11:00:00,"400",2021-07-24 11:00:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"m",NA,9,NA,NA,"VLIZ","Jolien Goossens",NA,"180","200","H",120,NA,"300","400","H",280,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:2031",862
"203","1400202","acoustic-archival","animal","temperature","A69-9006-11133",NA,"INNOVASEA","ADST-2x",NA,"ended",2020-08-18 19:15:00,"400",2021-09-22 19:15:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jolien Goossens",NA,"180","200","H",120,NA,"300","400","H",280,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:2032",863
"204","1400202","acoustic-archival","animal","pressure","A69-9006-11134",NA,"INNOVASEA","ADST-2x",NA,"ended",2020-08-18 19:15:00,"400",2021-09-22 19:15:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"m",NA,9,NA,NA,"VLIZ","Jolien Goossens",NA,"180","200","H",120,NA,"300","400","H",280,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:2033",863
"205","1400203","acoustic-archival","animal","temperature","A69-9006-11135",NA,"INNOVASEA","ADST-2x",NA,"available",2022-05-16 06:15:00,"400",2023-06-20 06:15:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jolien Goossens",NA,"180","200","H",120,NA,"300","400","H",280,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:2034",864
"206","1400203","acoustic-archival","animal","pressure","A69-9006-11136",NA,"INNOVASEA","ADST-2x",NA,"available",2022-05-16 06:15:00,"400",2023-06-20 06:15:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"m",NA,9,NA,NA,"VLIZ","Jolien Goossens",NA,"180","200","H",120,NA,"300","400","H",280,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:2035",864
"207","1400204","acoustic-archival","animal","pressure","A69-9006-11138",NA,"INNOVASEA","ADST-2x",NA,"active",2022-05-16 05:28:00,"400",2023-06-20 05:28:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"m",NA,9,NA,NA,"VLIZ","Jolien Goossens",NA,"180","200","H",120,NA,"300","400","H",280,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:2036",865
"208","1400204","acoustic-archival","animal","temperature","A69-9006-11137",NA,"INNOVASEA","ADST-2x",NA,"active",2022-05-16 05:28:00,"400",2023-06-20 05:28:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jolien Goossens",NA,"180","200","H",120,NA,"300","400","H",280,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:2037",865
"209","1400205","acoustic-archival","animal","pressure","A69-9006-11140",NA,"INNOVASEA","ADST-2x",NA,"available",2022-05-16 07:22:00,"400",2023-06-20 07:22:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"m",NA,9,NA,NA,"VLIZ","Jolien Goossens",NA,"180","200","H",120,NA,"300","400","H",280,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:2038",866
"210","1400205","acoustic-archival","animal","temperature","A69-9006-11139",NA,"INNOVASEA","ADST-2x",NA,"available",2022-05-16 07:22:00,"400",2023-06-20 07:22:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jolien Goossens",NA,"180","200","H",120,NA,"300","400","H",280,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:2039",866
"211","1400206","acoustic-archival","animal","temperature","A69-9006-11141",NA,"INNOVASEA","ADST-2x",NA,"active",2021-09-13 10:00:00,"400",2022-10-18 10:00:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jolien Goossens",NA,"180","200","H",120,NA,"300","400","H",280,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:2040",867
"212","1400206","acoustic-archival","animal","pressure","A69-9006-11142",NA,"INNOVASEA","ADST-2x",NA,"active",2021-09-13 10:00:00,"400",2022-10-18 10:00:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"m",NA,9,NA,NA,"VLIZ","Jolien Goossens",NA,"180","200","H",120,NA,"300","400","H",280,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:2041",867
"213","1400207","acoustic-archival","animal","pressure","A69-9006-11144",NA,"INNOVASEA","ADST-2x",NA,"ended",2020-08-14 09:30:00,"400",2021-09-18 09:30:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"m",NA,9,NA,NA,"VLIZ","Jolien Goossens",NA,"180","200","H",120,NA,"300","400","H",280,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:2042",868
"214","1400207","acoustic-archival","animal","temperature","A69-9006-11143",NA,"INNOVASEA","ADST-2x",NA,"ended",2020-08-14 09:30:00,"400",2021-09-18 09:30:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jolien Goossens",NA,"180","200","H",120,NA,"300","400","H",280,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:2043",868
"215","1400208","acoustic-archival","animal","temperature","A69-9006-11145",NA,"INNOVASEA","ADST-2x",NA,"active",NA,"400",2021-09-17 11:30:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jolien Goossens",NA,"180","200","H",120,NA,"300","400","H",280,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:2044",869
"216","1400208","acoustic-archival","animal","pressure","A69-9006-11146",NA,"INNOVASEA","ADST-2x",NA,"active",NA,"400",2021-09-17 11:30:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"m",NA,9,NA,NA,"VLIZ","Jolien Goossens",NA,"180","200","H",120,NA,"300","400","H",280,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:2045",869
"217","1400209","acoustic-archival","animal","temperature","A69-9006-11147",NA,"INNOVASEA","ADST-2x",NA,"ended",2020-06-19 12:30:00,"400",2021-07-24 12:30:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jolien Goossens",NA,"180","200","H",120,NA,"300","400","H",280,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:2046",870
"218","1400209","acoustic-archival","animal","pressure","A69-9006-11148",NA,"INNOVASEA","ADST-2x",NA,"ended",2020-06-19 12:30:00,"400",2021-07-24 12:30:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"m",NA,9,NA,NA,"VLIZ","Jolien Goossens",NA,"180","200","H",120,NA,"300","400","H",280,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:2047",870
"219","1400210","acoustic-archival","animal","temperature","A69-9006-11149",NA,"INNOVASEA","ADST-2x",NA,"ended",2020-10-19 08:30:00,"425",2021-12-18 08:30:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jan Reubens",NA,"180","280","H",70,NA,"300","400","H",355,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:2048",871
"220","1400210","acoustic-archival","animal","pressure","A69-9006-11150",NA,"INNOVASEA","ADST-2x",NA,"ended",2020-10-19 08:30:00,"425",2021-12-18 08:30:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"m",NA,9,NA,NA,"VLIZ","Jan Reubens",NA,"180","280","H",70,NA,"300","400","H",355,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:2049",871
"221","1400211","acoustic-archival","animal","pressure","A69-9006-11152",NA,"INNOVASEA","ADST-2x",NA,"ended",2021-09-13 09:00:00,"425",2022-11-12 09:00:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"m",NA,9,NA,NA,"INBO","Jan Reubens",NA,"180","280","H",70,NA,"300","400","H",355,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:2050",872
"222","1400211","acoustic-archival","animal","temperature","A69-9006-11151",NA,"INNOVASEA","ADST-2x",NA,"ended",2021-09-13 09:00:00,"425",2022-11-12 09:00:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"INBO","Jan Reubens",NA,"180","280","H",70,NA,"300","400","H",355,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:2051",872
"223","1400212","acoustic-archival","animal","pressure","A69-9006-11154",NA,"INNOVASEA","ADST-2x",NA,"active",2021-09-13 09:00:00,"425",2022-11-12 09:00:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"m",NA,9,NA,NA,"VLIZ","Jan Reubens",NA,"180","280","H",70,NA,"300","400","H",355,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:2052",873
"224","1400212","acoustic-archival","animal","temperature","A69-9006-11153",NA,"INNOVASEA","ADST-2x",NA,"active",2021-09-13 09:00:00,"425",2022-11-12 09:00:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jan Reubens",NA,"180","280","H",70,NA,"300","400","H",355,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:2053",873
"225","1400213","acoustic-archival","animal","temperature","A69-9006-11155",NA,"INNOVASEA","ADST-2x",NA,"active",2021-09-13 08:30:00,"425",2022-11-12 08:30:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jan Reubens",NA,"180","280","H",70,NA,"300","400","H",355,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:2054",874
"226","1400213","acoustic-archival","animal","pressure","A69-9006-11156",NA,"INNOVASEA","ADST-2x",NA,"active",2021-09-13 08:30:00,"425",2022-11-12 08:30:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"m",NA,9,NA,NA,"VLIZ","Jan Reubens",NA,"180","280","H",70,NA,"300","400","H",355,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:2055",874
"227","1400214","acoustic-archival","animal","pressure","A69-9006-11158",NA,"INNOVASEA","ADST-2x",NA,"ended",2021-09-13 09:30:00,"425",2022-11-12 09:30:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"m",NA,9,NA,NA,"VLIZ","Jan Reubens",NA,"180","280","H",70,NA,"300","400","H",355,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:2056",875
"228","1400214","acoustic-archival","animal","temperature","A69-9006-11157",NA,"INNOVASEA","ADST-2x",NA,"ended",2021-09-13 09:30:00,"425",2022-11-12 09:30:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jan Reubens",NA,"180","280","H",70,NA,"300","400","H",355,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:2057",875
"229","1400215","acoustic-archival","animal","temperature","A69-9006-11159",NA,"INNOVASEA","ADST-2x",NA,"ended",2020-10-19 14:20:00,"425",2021-12-18 14:20:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jan Reubens",NA,"180","280","H",70,NA,"300","400","H",355,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:2058",876
"230","1400215","acoustic-archival","animal","pressure","A69-9006-11160",NA,"INNOVASEA","ADST-2x",NA,"ended",2020-10-19 14:20:00,"425",2021-12-18 14:20:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"m",NA,9,NA,NA,"VLIZ","Jan Reubens",NA,"180","280","H",70,NA,"300","400","H",355,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:2059",876
"231","1400216","acoustic-archival","animal","temperature","A69-9006-11161",NA,"INNOVASEA","ADST-2x",NA,"ended",2020-10-17 11:30:00,"425",2021-12-16 11:30:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jan Reubens",NA,"180","280","H",70,NA,"300","400","H",355,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:2060",877
"232","1400216","acoustic-archival","animal","pressure","A69-9006-11162",NA,"INNOVASEA","ADST-2x",NA,"ended",2020-10-17 11:30:00,"425",2021-12-16 11:30:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"m",NA,9,NA,NA,"VLIZ","Jan Reubens",NA,"180","280","H",70,NA,"300","400","H",355,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:2061",877
"233","1400217","acoustic-archival","animal","temperature","A69-9006-11163",NA,"INNOVASEA","ADST-2x",NA,"ended",2020-10-19 14:30:00,"425",2021-12-18 14:30:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jan Reubens",NA,"180","280","H",70,NA,"300","400","H",355,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:2062",878
"234","1400217","acoustic-archival","animal","pressure","A69-9006-11164",NA,"INNOVASEA","ADST-2x",NA,"ended",2020-10-19 14:30:00,"425",2021-12-18 14:30:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"m",NA,9,NA,NA,"VLIZ","Jan Reubens",NA,"180","280","H",70,NA,"300","400","H",355,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:2063",878
"235","1400218","acoustic-archival","animal","pressure","A69-9006-11166",NA,"INNOVASEA","ADST-2x",NA,"active",2021-09-13 09:30:00,"425",2022-11-12 09:30:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"m",NA,9,NA,NA,"VLIZ","Jan Reubens",NA,"180","280","H",70,NA,"300","400","H",355,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:2064",879
"236","1400218","acoustic-archival","animal","temperature","A69-9006-11165",NA,"INNOVASEA","ADST-2x",NA,"active",2021-09-13 09:30:00,"425",2022-11-12 09:30:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jan Reubens",NA,"180","280","H",70,NA,"300","400","H",355,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:2065",879
"237","1400219","acoustic-archival","animal","temperature","A69-9006-11167",NA,"INNOVASEA","ADST-2x",NA,"ended",2020-10-19 14:45:00,"425",2021-12-18 14:45:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jan Reubens",NA,"180","280","H",70,NA,"300","400","H",355,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:2066",880
"238","1400219","acoustic-archival","animal","pressure","A69-9006-11168",NA,"INNOVASEA","ADST-2x",NA,"ended",2020-10-19 14:45:00,"425",2021-12-18 14:45:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"m",NA,9,NA,NA,"VLIZ","Jan Reubens",NA,"180","280","H",70,NA,"300","400","H",355,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:2067",880
"239","1400220","acoustic-archival","animal","temperature","A69-9006-11169",NA,"INNOVASEA","ADST-2x",NA,"ended",2020-10-19 15:15:00,"425",2021-12-18 15:15:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jan Reubens",NA,"180","280","H",70,NA,"300","400","H",355,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:2068",881
"240","1400220","acoustic-archival","animal","pressure","A69-9006-11170",NA,"INNOVASEA","ADST-2x",NA,"ended",2020-10-19 15:15:00,"425",2021-12-18 15:15:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"m",NA,9,NA,NA,"VLIZ","Jan Reubens",NA,"180","280","H",70,NA,"300","400","H",355,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:2069",881
"241","1400221","acoustic-archival","animal","temperature","A69-9006-11171",NA,"INNOVASEA","ADST-2x",NA,"ended",2020-10-19 13:45:00,"425",2021-12-18 13:45:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jan Reubens",NA,"180","280","H",70,NA,"300","400","H",355,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:2070",882
"242","1400221","acoustic-archival","animal","pressure","A69-9006-11172",NA,"INNOVASEA","ADST-2x",NA,"ended",2020-10-19 13:45:00,"425",2021-12-18 13:45:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"m",NA,9,NA,NA,"VLIZ","Jan Reubens",NA,"180","280","H",70,NA,"300","400","H",355,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:2071",882
"243","1400222","acoustic-archival","animal","temperature","A69-9006-11173",NA,"INNOVASEA","ADST-2x",NA,"ended",2020-10-19 13:55:00,"425",2021-12-18 13:55:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jan Reubens",NA,"180","280","H",70,NA,"300","400","H",355,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:2072",883
"244","1400222","acoustic-archival","animal","pressure","A69-9006-11174",NA,"INNOVASEA","ADST-2x",NA,"ended",2020-10-19 13:55:00,"425",2021-12-18 13:55:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"m",NA,9,NA,NA,"VLIZ","Jan Reubens",NA,"180","280","H",70,NA,"300","400","H",355,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:2073",883
"245","1400223","acoustic-archival","animal","pressure","A69-9006-11176",NA,"INNOVASEA","ADST-2x",NA,"ended",2020-10-19 14:10:00,"425",2021-12-18 14:10:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"m",NA,9,NA,NA,"VLIZ","Jan Reubens",NA,"180","280","H",70,NA,"300","400","H",355,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:2074",884
"246","1400223","acoustic-archival","animal","temperature","A69-9006-11175",NA,"INNOVASEA","ADST-2x",NA,"ended",2020-10-19 14:10:00,"425",2021-12-18 14:10:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jan Reubens",NA,"180","280","H",70,NA,"300","400","H",355,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:2075",884
"247","1400224","acoustic-archival","animal","pressure","A69-9006-11178",NA,"INNOVASEA","ADST-2x",NA,"ended",2020-10-19 13:15:00,"425",2021-12-18 13:15:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"m",NA,9,NA,NA,"VLIZ","Jan Reubens",NA,"180","280","H",70,NA,"300","400","H",355,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:2076",885
"248","1400224","acoustic-archival","animal","temperature","A69-9006-11177",NA,"INNOVASEA","ADST-2x",NA,"ended",2020-10-19 13:15:00,"425",2021-12-18 13:15:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jan Reubens",NA,"180","280","H",70,NA,"300","400","H",355,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:2077",885
