"","tag_serial_number","tag_type","tag_subtype","sensor_type","acoustic_tag_id","acoustic_tag_id_alternative","manufacturer","model","frequency","status","activation_date","battery_estimated_life","battery_estimated_end_date","length","diameter","weight","floating","archive_memory","sensor_slope","sensor_intercept","sensor_range","sensor_range_min","sensor_range_max","sensor_resolution","sensor_unit","sensor_accuracy","sensor_transmit_ratio","accelerometer_algorithm","accelerometer_samples_per_second","owner_organization","owner_pi","financing_project","step1_min_delay","step1_max_delay","step1_power","step1_duration","step1_acceleration_duration","step2_min_delay","step2_max_delay","step2_power","step2_duration","step2_acceleration_duration","step3_min_delay","step3_max_delay","step3_power","step3_duration","step3_acceleration_duration","step4_min_delay","step4_max_delay","step4_power","step4_duration","step4_acceleration_duration","tag_id","tag_device_id"
"36","1292643","acoustic-archival","animal","temperature","A69-9006-3648",NA,"INNOVASEA","V9TP-2x",NA,"ended",2018-10-06 13:00:00,"354",2019-09-25 13:00:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jan Reubens",NA,"120","240","H",120,NA,"240","360","H",239,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:1813",262
"37","1292644","acoustic-archival","animal","pressure","A69-9006-3651",NA,"INNOVASEA","V9TP-2x",NA,"available",NA,"354",2019-09-25 13:30:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"Meters",NA,3,NA,NA,"VLIZ","Jan Reubens",NA,"120","240","H",120,NA,"240","360","H",239,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:1814",263
"38","1292644","acoustic-archival","animal","temperature","A69-9006-3650",NA,"INNOVASEA","V9TP-2x",NA,"available",NA,"354",2019-09-25 13:30:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jan Reubens",NA,"120","240","H",120,NA,"240","360","H",239,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:1815",263
"39","1292645","acoustic-archival","animal","temperature","A69-9006-3652",NA,"INNOVASEA","V9TP-2x",NA,"available",NA,"354",2019-09-02 11:00:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jan Reubens",NA,"120","240","H",120,NA,"240","360","H",239,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:1816",264
"40","1292645","acoustic-archival","animal","pressure","A69-9006-3653",NA,"INNOVASEA","V9TP-2x",NA,"available",NA,"354",2019-09-02 11:00:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"Meters",NA,3,NA,NA,"VLIZ","Jan Reubens",NA,"120","240","H",120,NA,"240","360","H",239,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:1817",264
"41","1292646","acoustic-archival","animal","pressure","A69-9006-3655",NA,"INNOVASEA","V9TP-2x",NA,"available",NA,"354",2019-09-03 11:30:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"Meters",NA,3,NA,NA,"VLIZ","Jan Reubens",NA,"120","240","H",120,NA,"240","360","H",239,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:1818",265
"42","1292646","acoustic-archival","animal","temperature","A69-9006-3654",NA,"INNOVASEA","V9TP-2x",NA,"available",NA,"354",2019-09-03 11:30:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jan Reubens",NA,"120","240","H",120,NA,"240","360","H",239,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:1819",265
"43","1292647","acoustic-archival","animal","temperature","A69-9006-3656",NA,"INNOVASEA","V9TP-2x",NA,"available",NA,"354",2019-09-25 13:00:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jan Reubens",NA,"120","240","H",120,NA,"240","360","H",239,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:1820",266
"44","1292647","acoustic-archival","animal","pressure","A69-9006-3657",NA,"INNOVASEA","V9TP-2x",NA,"available",NA,"354",2019-09-25 13:00:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"Meters",NA,3,NA,NA,"VLIZ","Jan Reubens",NA,"120","240","H",120,NA,"240","360","H",239,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:1821",266
"45","1292648","acoustic-archival","animal","temperature","A69-9006-3658",NA,"INNOVASEA","V9TP-2x",NA,"available",NA,"354",2019-09-25 13:00:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jan Reubens",NA,"120","240","H",120,NA,"240","360","H",239,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:1822",267
"46","1292648","acoustic-archival","animal","pressure","A69-9006-3659",NA,"INNOVASEA","V9TP-2x",NA,"available",NA,"354",2019-09-25 13:00:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"Meters",NA,3,NA,NA,"VLIZ","Jan Reubens",NA,"120","240","H",120,NA,"240","360","H",239,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:1823",267
"47","1292649","acoustic-archival","animal","temperature","A69-9006-3660",NA,"INNOVASEA","V9TP-2x",NA,"available",NA,"354",2019-09-25 13:00:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jan Reubens",NA,"120","240","H",120,NA,"240","360","H",239,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:1824",268
"48","1292649","acoustic-archival","animal","pressure","A69-9006-3661",NA,"INNOVASEA","V9TP-2x",NA,"available",NA,"354",2019-09-25 13:00:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"Meters",NA,3,NA,NA,"VLIZ","Jan Reubens",NA,"120","240","H",120,NA,"240","360","H",239,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:1825",268
"49","1292650","acoustic-archival","animal","pressure","A69-9006-3663",NA,"INNOVASEA","V9TP-2x",NA,"ended",2018-10-06 13:00:00,"354",2019-09-25 13:00:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"Meters",NA,3,NA,NA,"VLIZ","Jan Reubens",NA,"120","240","H",120,NA,"240","360","H",239,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:1826",269
"50","1292650","acoustic-archival","animal","temperature","A69-9006-3662",NA,"INNOVASEA","V9TP-2x",NA,"ended",2018-10-06 13:00:00,"354",2019-09-25 13:00:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jan Reubens",NA,"120","240","H",120,NA,"240","360","H",239,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:1827",269
"51","1292651","acoustic-archival","animal","pressure","A69-9006-3665",NA,"INNOVASEA","V9TP-2x",NA,"ended",2019-08-21 07:30:00,"354",2020-08-09 07:30:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"Meters",NA,3,NA,NA,"VLIZ","Jan Reubens",NA,"120","240","H",120,NA,"240","360","H",239,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:1828",270
"52","1292651","acoustic-archival","animal","temperature","A69-9006-3664",NA,"INNOVASEA","V9TP-2x",NA,"ended",2019-08-21 07:30:00,"354",2020-08-09 07:30:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jan Reubens",NA,"120","240","H",120,NA,"240","360","H",239,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:1829",270
"53","1292652","acoustic-archival","animal","temperature","A69-9006-3666",NA,"INNOVASEA","V9TP-2x",NA,"ended",NA,"354",2019-07-30 12:30:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jan Reubens",NA,"120","240","H",120,NA,"240","360","H",239,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:1830",271
"54","1292652","acoustic-archival","animal","pressure","A69-9006-3667",NA,"INNOVASEA","V9TP-2x",NA,"ended",NA,"354",2019-07-30 12:30:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"Meters",NA,3,NA,NA,"VLIZ","Jan Reubens",NA,"120","240","H",120,NA,"240","360","H",239,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:1831",271
"55","1292653","acoustic-archival","animal","pressure","A69-9006-3669",NA,"INNOVASEA","V9TP-2x",NA,"ended",2018-09-27 14:00:00,"354",2019-09-16 14:00:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"Meters",NA,3,NA,NA,"VLIZ","Jan Reubens",NA,"120","240","H",120,NA,"240","360","H",239,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:1832",272
"56","1292653","acoustic-archival","animal","temperature","A69-9006-3668",NA,"INNOVASEA","V9TP-2x",NA,"ended",2018-09-27 14:00:00,"354",2019-09-16 14:00:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jan Reubens",NA,"120","240","H",120,NA,"240","360","H",239,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:1833",272
"57","1292654","acoustic-archival","animal","pressure","A69-9006-3671",NA,"INNOVASEA","V9TP-2x",NA,"available",NA,"354",2019-09-25 13:00:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"Meters",NA,3,NA,NA,"VLIZ","Jan Reubens",NA,"120","240","H",120,NA,"240","360","H",239,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:1834",273
"58","1292654","acoustic-archival","animal","temperature","A69-9006-3670",NA,"INNOVASEA","V9TP-2x",NA,"available",NA,"354",2019-09-25 13:00:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jan Reubens",NA,"120","240","H",120,NA,"240","360","H",239,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:1835",273
"59","1292655","acoustic-archival","animal","temperature","A69-9006-3672",NA,"INNOVASEA","V9TP-2x",NA,"available",NA,"354",2019-09-25 13:00:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jan Reubens",NA,"120","240","H",120,NA,"240","360","H",239,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:1836",274
"60","1292655","acoustic-archival","animal","pressure","A69-9006-3673",NA,"INNOVASEA","V9TP-2x",NA,"available",NA,"354",2019-09-25 13:00:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"Meters",NA,3,NA,NA,"VLIZ","Jan Reubens",NA,"120","240","H",120,NA,"240","360","H",239,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:1837",274
"61","1292656","acoustic-archival","animal","pressure","A69-9006-3675",NA,"INNOVASEA","V9TP-2x",NA,"available",NA,"354",2019-09-25 13:00:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"Meters",NA,3,NA,NA,"VLIZ","Jan Reubens",NA,"120","240","H",120,NA,"240","360","H",239,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:1838",275
"62","1292656","acoustic-archival","animal","temperature","A69-9006-3674",NA,"INNOVASEA","V9TP-2x",NA,"available",NA,"354",2019-09-25 13:00:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jan Reubens",NA,"120","240","H",120,NA,"240","360","H",239,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:1839",275
"63","1292657","acoustic-archival","animal","pressure","A69-9006-3677",NA,"INNOVASEA","V9TP-2x",NA,"available",NA,"354",2019-09-25 13:30:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"Meters",NA,3,NA,NA,"VLIZ","Jan Reubens",NA,"120","240","H",120,NA,"240","360","H",239,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:1840",276
"64","1292657","acoustic-archival","animal","temperature","A69-9006-3676",NA,"INNOVASEA","V9TP-2x",NA,"available",NA,"354",2019-09-25 13:30:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jan Reubens",NA,"120","240","H",120,NA,"240","360","H",239,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:1841",276
"65","1292658","acoustic-archival","animal","temperature","A69-9006-3678",NA,"INNOVASEA","V9TP-2x",NA,"ended",2019-08-21 08:00:00,"354",2020-08-09 08:00:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jan Reubens",NA,"120","240","H",120,NA,"240","360","H",239,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:1842",277
"66","1292658","acoustic-archival","animal","pressure","A69-9006-3679",NA,"INNOVASEA","V9TP-2x",NA,"ended",2019-08-21 08:00:00,"354",2020-08-09 08:00:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"Meters",NA,3,NA,NA,"VLIZ","Jan Reubens",NA,"120","240","H",120,NA,"240","360","H",239,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:1843",277
"67","1292659","acoustic-archival","animal","temperature","A69-9006-3680",NA,"INNOVASEA","V9TP-2x",NA,"ended",2018-07-01 08:30:00,"354",2019-06-20 08:30:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jan Reubens",NA,"120","240","H",120,NA,"240","360","H",239,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:1844",278
"68","1292659","acoustic-archival","animal","pressure","A69-9006-3681",NA,"INNOVASEA","V9TP-2x",NA,"ended",2018-07-01 08:30:00,"354",2019-06-20 08:30:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"Meters",NA,3,NA,NA,"VLIZ","Jan Reubens",NA,"120","240","H",120,NA,"240","360","H",239,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:1845",278
"69","1292660","acoustic-archival","animal","pressure","A69-9006-3683",NA,"INNOVASEA","V9TP-2x",NA,"ended",2018-07-01 08:30:00,"354",2019-06-20 08:30:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"Meters",NA,3,NA,NA,"VLIZ","Jan Reubens",NA,"120","240","H",120,NA,"240","360","H",239,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:1846",279
"70","1292660","acoustic-archival","animal","temperature","A69-9006-3682",NA,"INNOVASEA","V9TP-2x",NA,"ended",2018-07-01 08:30:00,"354",2019-06-20 08:30:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jan Reubens",NA,"120","240","H",120,NA,"240","360","H",239,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:1847",279
"71","1292661","acoustic-archival","animal","pressure","A69-9006-3685",NA,"INNOVASEA","V9TP-2x",NA,"ended",2018-07-01 08:30:00,"354",2019-06-20 08:30:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"Meters",NA,3,NA,NA,"VLIZ","Jan Reubens",NA,"120","240","H",120,NA,"240","360","H",239,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:1848",280
"72","1292661","acoustic-archival","animal","temperature","A69-9006-3684",NA,"INNOVASEA","V9TP-2x",NA,"ended",2018-07-01 08:30:00,"354",2019-06-20 08:30:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jan Reubens",NA,"120","240","H",120,NA,"240","360","H",239,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:1849",280
"73","1292662","acoustic-archival","animal","temperature","A69-9006-3686",NA,"INNOVASEA","V9TP-2x",NA,"ended",2018-07-01 08:00:00,"354",2019-06-20 08:00:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jan Reubens",NA,"120","240","H",120,NA,"240","360","H",239,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:1850",281
"74","1292662","acoustic-archival","animal","pressure","A69-9006-3687",NA,"INNOVASEA","V9TP-2x",NA,"ended",2018-07-01 08:00:00,"354",2019-06-20 08:00:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"Meters",NA,3,NA,NA,"VLIZ","Jan Reubens",NA,"120","240","H",120,NA,"240","360","H",239,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:1851",281
"75","1292663","acoustic-archival","animal","pressure","A69-9006-3689",NA,"INNOVASEA","V9TP-2x",NA,"ended",2018-07-01 08:00:00,"354",2019-06-20 08:00:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"Meters",NA,3,NA,NA,"VLIZ","Jan Reubens",NA,"120","240","H",120,NA,"240","360","H",239,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:1852",282
"76","1292663","acoustic-archival","animal","temperature","A69-9006-3688",NA,"INNOVASEA","V9TP-2x",NA,"ended",2018-07-01 08:00:00,"354",2019-06-20 08:00:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jan Reubens",NA,"120","240","H",120,NA,"240","360","H",239,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:1853",282
"77","1292664","acoustic-archival","animal","temperature","A69-9006-3690",NA,"INNOVASEA","V9TP-2x",NA,"ended",2018-07-01 08:00:00,"354",2019-06-20 08:00:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jan Reubens",NA,"120","240","H",120,NA,"240","360","H",239,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:1854",283
"78","1292664","acoustic-archival","animal","pressure","A69-9006-3691",NA,"INNOVASEA","V9TP-2x",NA,"ended",2018-07-01 08:00:00,"354",2019-06-20 08:00:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"Meters",NA,3,NA,NA,"VLIZ","Jan Reubens",NA,"120","240","H",120,NA,"240","360","H",239,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:1855",283
"79","1292665","acoustic-archival","animal","pressure","A69-9006-3693",NA,"INNOVASEA","V9TP-2x",NA,"ended",2018-07-01 07:30:00,"354",2019-06-20 07:30:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"Meters",NA,3,NA,NA,"VLIZ","Jan Reubens",NA,"120","240","H",120,NA,"240","360","H",239,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:1856",284
"80","1292665","acoustic-archival","animal","temperature","A69-9006-3692",NA,"INNOVASEA","V9TP-2x",NA,"ended",2018-07-01 07:30:00,"354",2019-06-20 07:30:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jan Reubens",NA,"120","240","H",120,NA,"240","360","H",239,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:1857",284
"81","1292666","acoustic-archival","animal","temperature","A69-9006-3694",NA,"INNOVASEA","V9TP-2x",NA,"ended",2018-07-01 07:30:00,"354",2019-06-20 07:30:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jan Reubens",NA,"120","240","H",120,NA,"240","360","H",239,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:1858",285
"82","1292666","acoustic-archival","animal","pressure","A69-9006-3695",NA,"INNOVASEA","V9TP-2x",NA,"ended",2018-07-01 07:30:00,"354",2019-06-20 07:30:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"Meters",NA,3,NA,NA,"VLIZ","Jan Reubens",NA,"120","240","H",120,NA,"240","360","H",239,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:1859",285
"83","1292667","acoustic-archival","animal","pressure","A69-9006-3697",NA,"INNOVASEA","V9TP-2x",NA,"ended",2018-07-01 07:30:00,"354",2019-06-20 07:30:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"Meters",NA,3,NA,NA,"VLIZ","Jan Reubens",NA,"120","240","H",120,NA,"240","360","H",239,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:1860",286
"84","1292667","acoustic-archival","animal","temperature","A69-9006-3696",NA,"INNOVASEA","V9TP-2x",NA,"ended",2018-07-01 07:30:00,"354",2019-06-20 07:30:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jan Reubens",NA,"120","240","H",120,NA,"240","360","H",239,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:1861",286
"85","1292668","acoustic-archival","animal","pressure","A69-9006-3699",NA,"INNOVASEA","V9TP-2x",NA,"ended",2018-07-01 07:00:00,"354",2019-06-20 07:00:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"Meters",NA,3,NA,NA,"VLIZ","Jan Reubens",NA,"120","240","H",120,NA,"240","360","H",239,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:1862",287
"86","1292668","acoustic-archival","animal","temperature","A69-9006-3698",NA,"INNOVASEA","V9TP-2x",NA,"ended",2018-07-01 07:00:00,"354",2019-06-20 07:00:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jan Reubens",NA,"120","240","H",120,NA,"240","360","H",239,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:1863",287
"87","1292669","acoustic-archival","animal","pressure","A69-9006-3701",NA,"INNOVASEA","V9TP-2x",NA,"ended",2018-07-01 07:00:00,"354",2019-06-20 07:00:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"Meters",NA,3,NA,NA,"VLIZ","Jan Reubens",NA,"120","240","H",120,NA,"240","360","H",239,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:1864",288
"88","1292669","acoustic-archival","animal","temperature","A69-9006-3700",NA,"INNOVASEA","V9TP-2x",NA,"ended",2018-07-01 07:00:00,"354",2019-06-20 07:00:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jan Reubens",NA,"120","240","H",120,NA,"240","360","H",239,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:1865",288
"89","1292670","acoustic-archival","animal","pressure","A69-9006-3703",NA,"INNOVASEA","V9TP-2x",NA,"ended",2018-07-01 07:00:00,"354",2019-06-20 07:00:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"Meters",NA,3,NA,NA,"VLIZ","Jan Reubens",NA,"120","240","H",120,NA,"240","360","H",239,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:1866",289
"90","1292670","acoustic-archival","animal","temperature","A69-9006-3702",NA,"INNOVASEA","V9TP-2x",NA,"ended",2018-07-01 07:00:00,"354",2019-06-20 07:00:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jan Reubens",NA,"120","240","H",120,NA,"240","360","H",239,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:1867",289
"91","1292671","acoustic-archival","animal","pressure","A69-9006-3705",NA,"INNOVASEA","V9TP-2x",NA,"ended",2018-07-01 06:30:00,"354",2019-06-20 06:30:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"Meters",NA,3,NA,NA,"VLIZ","Jan Reubens",NA,"120","240","H",120,NA,"240","360","H",239,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:1868",290
"92","1292671","acoustic-archival","animal","temperature","A69-9006-3704",NA,"INNOVASEA","V9TP-2x",NA,"ended",2018-07-01 06:30:00,"354",2019-06-20 06:30:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jan Reubens",NA,"120","240","H",120,NA,"240","360","H",239,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:1869",290
"93","1292672","acoustic-archival","animal","pressure","A69-9006-3707",NA,"INNOVASEA","V9TP-2x",NA,"available",NA,"354",2019-06-20 06:00:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"Meters",NA,3,NA,NA,"VLIZ","Jan Reubens",NA,"120","240","H",120,NA,"240","360","H",239,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:1870",291
"94","1292672","acoustic-archival","animal","temperature","A69-9006-3706",NA,"INNOVASEA","V9TP-2x",NA,"available",NA,"354",2019-06-20 06:00:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jan Reubens",NA,"120","240","H",120,NA,"240","360","H",239,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:1871",291
"95","1292673","acoustic-archival","animal","temperature","A69-9006-3708",NA,"INNOVASEA","V9TP-2x",NA,"available",NA,"354",2019-09-02 11:00:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jan Reubens",NA,"120","240","H",120,NA,"240","360","H",239,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:1872",292
"96","1292673","acoustic-archival","animal","pressure","A69-9006-3709",NA,"INNOVASEA","V9TP-2x",NA,"available",NA,"354",2019-09-02 11:00:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"Meters",NA,3,NA,NA,"VLIZ","Jan Reubens",NA,"120","240","H",120,NA,"240","360","H",239,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:1873",292
"97","1292674","acoustic-archival","animal","pressure","A69-9006-3711",NA,"INNOVASEA","V9TP-2x",NA,"available",NA,"354",2019-09-02 11:00:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"Meters",NA,3,NA,NA,"VLIZ","Jan Reubens",NA,"120","240","H",120,NA,"240","360","H",239,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:1874",293
"98","1292674","acoustic-archival","animal","temperature","A69-9006-3710",NA,"INNOVASEA","V9TP-2x",NA,"available",NA,"354",2019-09-02 11:00:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jan Reubens",NA,"120","240","H",120,NA,"240","360","H",239,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:1875",293
"99","1292675","acoustic-archival","animal","pressure","A69-9006-3713",NA,"INNOVASEA","V9TP-2x",NA,"ended",2018-07-19 09:45:00,"354",2019-07-08 09:45:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"Meters",NA,3,NA,NA,"VLIZ","Jan Reubens",NA,"120","240","H",120,NA,"240","360","H",239,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:1876",294
